"relocating_to","nationality","visa_type","salary_range","family_relocating"
"DE-BERLIN","Privileged","none","30.001-40.560","No"
"DE-MUENCHEN","Privileged","none","30.001-40.560","No"
"DE-KOELN","Privileged","none","30.001-40.560","No"
"DE-BONN","Privileged","none","30.001-40.560","No"
"DE-STUTTGART","Privileged","none","30.001-40.560","No"
"DE-DUESSELDORF","Privileged","none","30.001-40.560","No"
"DE-FRANKFURT","Privileged","none","30.001-40.560","No"
"DE-DORTMUND","Privileged","none","30.001-40.560","No"
"DE-HAMBURG","GB","none","30.001-40.560","No"
"DE-BERLIN","GB","none","30.001-40.560","No"
"DE-MUENCHEN","GB","none","30.001-40.560","No"
"DE-KOELN","GB","none","30.001-40.560","No"
"DE-BONN","GB","none","30.001-40.560","No"
"DE-STUTTGART","GB","none","30.001-40.560","No"
"DE-DUESSELDORF","GB","none","30.001-40.560","No"
"DE-FRANKFURT","GB","none","30.001-40.560","No"
"DE-DORTMUND","GB","none","30.001-40.560","No"
"DE-HAMBURG","Switzerland","none","30.001-40.560","No"
"DE-BERLIN","Switzerland","none","30.001-40.560","No"
"DE-MUENCHEN","Switzerland","none","30.001-40.560","No"
"DE-KOELN","Switzerland","none","30.001-40.560","No"
"DE-BONN","Switzerland","none","30.001-40.560","No"
"DE-STUTTGART","Switzerland","none","30.001-40.560","No"
"DE-DUESSELDORF","Switzerland","none","30.001-40.560","No"
"DE-FRANKFURT","Switzerland","none","30.001-40.560","No"
"DE-DORTMUND","Switzerland","none","30.001-40.560","No"
"DE-HAMBURG","Third-country","visa","40.561-52.000","No"
"DE-BERLIN","Third-country","visa","40.561-52.000","No"
"DE-MUENCHEN","Third-country","visa","40.561-52.000","No"
"DE-KOELN","Third-country","visa","40.561-52.000","No"
"DE-BONN","Third-country","visa","40.561-52.000","No"
"DE-STUTTGART","Third-country","visa","40.561-52.000","No"
"DE-DUESSELDORF","Third-country","visa","40.561-52.000","No"
"DE-FRANKFURT","Third-country","visa","40.561-52.000","No"
"DE-DORTMUND","Third-country","visa","40.561-52.000","No"
"DE-HAMBURG","EU","visa","40.561-52.000","No"
"DE-BERLIN","EU","visa","40.561-52.000","No"
"DE-MUENCHEN","EU","visa","40.561-52.000","No"
"DE-KOELN","EU","visa","40.561-52.000","No"
"DE-BONN","EU","visa","40.561-52.000","No"
"DE-STUTTGART","EU","visa","40.561-52.000","No"
"DE-DUESSELDORF","EU","visa","40.561-52.000","No"
"DE-FRANKFURT","EU","visa","40.561-52.000","No"
"DE-DORTMUND","EU","visa","40.561-52.000","No"
"DE-HAMBURG","Privileged","visa","40.561-52.000","No"
"DE-BERLIN","Privileged","visa","40.561-52.000","No"
"DE-MUENCHEN","Privileged","visa","40.561-52.000","No"
"DE-KOELN","Privileged","visa","40.561-52.000","No"
"DE-BONN","Privileged","visa","40.561-52.000","No"
"DE-STUTTGART","Privileged","visa","40.561-52.000","No"
"DE-DUESSELDORF","Privileged","visa","40.561-52.000","No"
"DE-FRANKFURT","Privileged","visa","40.561-52.000","No"
"DE-DORTMUND","Privileged","visa","40.561-52.000","No"
"DE-HAMBURG","GB","visa","40.561-52.000","No"
"DE-BERLIN","GB","visa","40.561-52.000","No"
"DE-MUENCHEN","GB","visa","40.561-52.000","No"
"DE-KOELN","GB","visa","40.561-52.000","No"
"DE-BONN","GB","visa","40.561-52.000","No"
"DE-STUTTGART","GB","visa","40.561-52.000","No"
"DE-DUESSELDORF","GB","visa","40.561-52.000","No"
"DE-FRANKFURT","GB","visa","40.561-52.000","No"
"DE-DORTMUND","GB","visa","40.561-52.000","No"
"DE-HAMBURG","Switzerland","visa","40.561-52.000","No"
"DE-BERLIN","Switzerland","visa","40.561-52.000","No"
"DE-MUENCHEN","Switzerland","visa","40.561-52.000","No"
"DE-KOELN","Switzerland","visa","40.561-52.000","No"
"DE-BONN","Switzerland","visa","40.561-52.000","No"
"DE-STUTTGART","Switzerland","visa","40.561-52.000","No"
"DE-DUESSELDORF","Switzerland","visa","40.561-52.000","No"
"DE-FRANKFURT","Switzerland","visa","40.561-52.000","No"
"DE-DORTMUND","Switzerland","visa","40.561-52.000","No"
"DE-HAMBURG","Third-country","job seeker","40.561-52.000","No"
"DE-BERLIN","Third-country","job seeker","40.561-52.000","No"
"DE-MUENCHEN","Third-country","job seeker","40.561-52.000","No"
"DE-KOELN","Third-country","job seeker","40.561-52.000","No"
"DE-BONN","Third-country","job seeker","40.561-52.000","No"
"DE-STUTTGART","Third-country","job seeker","40.561-52.000","No"
"DE-DUESSELDORF","Third-country","job seeker","40.561-52.000","No"
"DE-FRANKFURT","Third-country","job seeker","40.561-52.000","No"
"DE-DORTMUND","Third-country","job seeker","40.561-52.000","No"
"DE-HAMBURG","EU","job seeker","40.561-52.000","No"
"DE-BERLIN","EU","job seeker","40.561-52.000","No"
"DE-MUENCHEN","EU","job seeker","40.561-52.000","No"
"DE-KOELN","EU","job seeker","40.561-52.000","No"
"DE-BONN","EU","job seeker","40.561-52.000","No"
"DE-STUTTGART","EU","job seeker","40.561-52.000","No"
"DE-DUESSELDORF","EU","job seeker","40.561-52.000","No"
"DE-FRANKFURT","EU","job seeker","40.561-52.000","No"
"DE-DORTMUND","EU","job seeker","40.561-52.000","No"
"DE-HAMBURG","Privileged","job seeker","40.561-52.000","No"
"DE-BERLIN","Privileged","job seeker","40.561-52.000","No"
"DE-MUENCHEN","Privileged","job seeker","40.561-52.000","No"
"DE-KOELN","Privileged","job seeker","40.561-52.000","No"
"DE-BONN","Privileged","job seeker","40.561-52.000","No"
"DE-STUTTGART","Privileged","job seeker","40.561-52.000","No"
"DE-DUESSELDORF","Privileged","job seeker","40.561-52.000","No"
"DE-FRANKFURT","Privileged","job seeker","40.561-52.000","No"
"DE-DORTMUND","Privileged","job seeker","40.561-52.000","No"
"DE-HAMBURG","GB","job seeker","40.561-52.000","No"
"DE-BERLIN","GB","job seeker","40.561-52.000","No"
"DE-MUENCHEN","GB","job seeker","40.561-52.000","No"
"DE-KOELN","GB","job seeker","40.561-52.000","No"
"DE-BONN","GB","job seeker","40.561-52.000","No"
"DE-STUTTGART","GB","job seeker","40.561-52.000","No"
"DE-DUESSELDORF","GB","job seeker","40.561-52.000","No"
"DE-FRANKFURT","GB","job seeker","40.561-52.000","No"
"DE-DORTMUND","GB","job seeker","40.561-52.000","No"
"DE-HAMBURG","Switzerland","job seeker","40.561-52.000","No"
"DE-BERLIN","Switzerland","job seeker","40.561-52.000","No"
"DE-MUENCHEN","Switzerland","job seeker","40.561-52.000","No"
"DE-KOELN","Switzerland","job seeker","40.561-52.000","No"
"DE-BONN","Switzerland","job seeker","40.561-52.000","No"
"DE-STUTTGART","Switzerland","job seeker","40.561-52.000","No"
"DE-DUESSELDORF","Switzerland","job seeker","40.561-52.000","No"
"DE-FRANKFURT","Switzerland","job seeker","40.561-52.000","No"
"DE-DORTMUND","Switzerland","job seeker","40.561-52.000","No"
"DE-HAMBURG","Third-country","valid rp","40.561-52.000","No"
"DE-BERLIN","Third-country","valid rp","40.561-52.000","No"
"DE-MUENCHEN","Third-country","valid rp","40.561-52.000","No"
"DE-KOELN","Third-country","valid rp","40.561-52.000","No"
"DE-BONN","Third-country","valid rp","40.561-52.000","No"
"DE-STUTTGART","Third-country","valid rp","40.561-52.000","No"
"DE-DUESSELDORF","Third-country","valid rp","40.561-52.000","No"
"DE-FRANKFURT","Third-country","valid rp","40.561-52.000","No"
"DE-DORTMUND","Third-country","valid rp","40.561-52.000","No"
"DE-HAMBURG","EU","valid rp","40.561-52.000","No"
"DE-BERLIN","EU","valid rp","40.561-52.000","No"
"DE-MUENCHEN","EU","valid rp","40.561-52.000","No"
"DE-KOELN","EU","valid rp","40.561-52.000","No"
"DE-BONN","EU","valid rp","40.561-52.000","No"
"DE-STUTTGART","EU","valid rp","40.561-52.000","No"
"DE-DUESSELDORF","EU","valid rp","40.561-52.000","No"
"DE-FRANKFURT","EU","valid rp","40.561-52.000","No"
"DE-DORTMUND","EU","valid rp","40.561-52.000","No"
"DE-HAMBURG","Privileged","valid rp","40.561-52.000","No"
"DE-BERLIN","Privileged","valid rp","40.561-52.000","No"
"DE-MUENCHEN","Privileged","valid rp","40.561-52.000","No"
"DE-KOELN","Privileged","valid rp","40.561-52.000","No"
"DE-BONN","Privileged","valid rp","40.561-52.000","No"
"DE-STUTTGART","Privileged","valid rp","40.561-52.000","No"
"DE-DUESSELDORF","Privileged","valid rp","40.561-52.000","No"
"DE-FRANKFURT","Privileged","valid rp","40.561-52.000","No"
"DE-DORTMUND","Privileged","valid rp","40.561-52.000","No"
"DE-HAMBURG","GB","valid rp","40.561-52.000","No"
"DE-BERLIN","GB","valid rp","40.561-52.000","No"
"DE-MUENCHEN","GB","valid rp","40.561-52.000","No"
"DE-KOELN","GB","valid rp","40.561-52.000","No"
"DE-BONN","GB","valid rp","40.561-52.000","No"
"DE-STUTTGART","GB","valid rp","40.561-52.000","No"
"DE-DUESSELDORF","GB","valid rp","40.561-52.000","No"
"DE-FRANKFURT","GB","valid rp","40.561-52.000","No"
"DE-DORTMUND","GB","valid rp","40.561-52.000","No"
"DE-HAMBURG","Switzerland","valid rp","40.561-52.000","No"
"DE-BERLIN","Switzerland","valid rp","40.561-52.000","No"
"DE-MUENCHEN","Switzerland","valid rp","40.561-52.000","No"
"DE-KOELN","Switzerland","valid rp","40.561-52.000","No"
"DE-BONN","Switzerland","valid rp","40.561-52.000","No"
"DE-STUTTGART","Switzerland","valid rp","40.561-52.000","No"
"DE-DUESSELDORF","Switzerland","valid rp","40.561-52.000","No"
"DE-FRANKFURT","Switzerland","valid rp","40.561-52.000","No"
"DE-DORTMUND","Switzerland","valid rp","40.561-52.000","No"
"DE-HAMBURG","Third-country","blue card","40.561-52.000","No"
"DE-BERLIN","Third-country","blue card","40.561-52.000","No"
"DE-MUENCHEN","Third-country","blue card","40.561-52.000","No"
"DE-KOELN","Third-country","blue card","40.561-52.000","No"
"DE-BONN","Third-country","blue card","40.561-52.000","No"
"DE-STUTTGART","Third-country","blue card","40.561-52.000","No"
"DE-DUESSELDORF","Third-country","blue card","40.561-52.000","No"
"DE-FRANKFURT","Third-country","blue card","40.561-52.000","No"
"DE-DORTMUND","Third-country","blue card","40.561-52.000","No"
"DE-HAMBURG","EU","blue card","40.561-52.000","No"
"DE-BERLIN","EU","blue card","40.561-52.000","No"
"DE-MUENCHEN","EU","blue card","40.561-52.000","No"
"DE-KOELN","EU","blue card","40.561-52.000","No"
"DE-BONN","EU","blue card","40.561-52.000","No"
"DE-STUTTGART","EU","blue card","40.561-52.000","No"
"DE-DUESSELDORF","EU","blue card","40.561-52.000","No"
"DE-FRANKFURT","EU","blue card","40.561-52.000","No"
"DE-DORTMUND","EU","blue card","40.561-52.000","No"
"DE-HAMBURG","Privileged","blue card","40.561-52.000","No"
"DE-BERLIN","Privileged","blue card","40.561-52.000","No"
"DE-MUENCHEN","Privileged","blue card","40.561-52.000","No"
"DE-KOELN","Privileged","blue card","40.561-52.000","No"
"DE-BONN","Privileged","blue card","40.561-52.000","No"
"DE-STUTTGART","Privileged","blue card","40.561-52.000","No"
"DE-DUESSELDORF","Privileged","blue card","40.561-52.000","No"
"DE-FRANKFURT","Privileged","blue card","40.561-52.000","No"
"DE-DORTMUND","Privileged","blue card","40.561-52.000","No"
"DE-HAMBURG","GB","blue card","40.561-52.000","No"
"DE-BERLIN","GB","blue card","40.561-52.000","No"
"DE-MUENCHEN","GB","blue card","40.561-52.000","No"
"DE-KOELN","GB","blue card","40.561-52.000","No"
"DE-BONN","GB","blue card","40.561-52.000","No"
"DE-STUTTGART","GB","blue card","40.561-52.000","No"
"DE-DUESSELDORF","GB","blue card","40.561-52.000","No"
"DE-FRANKFURT","GB","blue card","40.561-52.000","No"
"DE-DORTMUND","GB","blue card","40.561-52.000","No"
"DE-HAMBURG","Switzerland","blue card","40.561-52.000","No"
"DE-BERLIN","Switzerland","blue card","40.561-52.000","No"
"DE-MUENCHEN","Switzerland","blue card","40.561-52.000","No"
"DE-KOELN","Switzerland","blue card","40.561-52.000","No"
"DE-BONN","Switzerland","blue card","40.561-52.000","No"
"DE-STUTTGART","Switzerland","blue card","40.561-52.000","No"
"DE-DUESSELDORF","Switzerland","blue card","40.561-52.000","No"
"DE-FRANKFURT","Switzerland","blue card","40.561-52.000","No"
"DE-DORTMUND","Switzerland","blue card","40.561-52.000","No"
"DE-HAMBURG","Third-country","none","40.561-52.000","No"
"DE-BERLIN","Third-country","none","40.561-52.000","No"
"DE-MUENCHEN","Third-country","none","40.561-52.000","No"
"DE-KOELN","Third-country","none","40.561-52.000","No"
"DE-BONN","Third-country","none","40.561-52.000","No"
"DE-STUTTGART","Third-country","none","40.561-52.000","No"
"DE-DUESSELDORF","Third-country","none","40.561-52.000","No"
"DE-FRANKFURT","Third-country","none","40.561-52.000","No"
"DE-DORTMUND","Third-country","none","40.561-52.000","No"
"DE-HAMBURG","EU","none","40.561-52.000","No"
"DE-BERLIN","EU","none","40.561-52.000","No"
"DE-MUENCHEN","EU","none","40.561-52.000","No"
"DE-KOELN","EU","none","40.561-52.000","No"
"DE-BONN","EU","none","40.561-52.000","No"
"DE-STUTTGART","EU","none","40.561-52.000","No"
"DE-DUESSELDORF","EU","none","40.561-52.000","No"
"DE-FRANKFURT","EU","none","40.561-52.000","No"
"DE-DORTMUND","EU","none","40.561-52.000","No"
"DE-HAMBURG","Privileged","none","40.561-52.000","No"
"DE-BERLIN","Privileged","none","40.561-52.000","No"
"DE-MUENCHEN","Privileged","none","40.561-52.000","No"
"DE-KOELN","Privileged","none","40.561-52.000","No"
"DE-BONN","Privileged","none","40.561-52.000","No"
"DE-STUTTGART","Privileged","none","40.561-52.000","No"
"DE-DUESSELDORF","Privileged","none","40.561-52.000","No"
"DE-FRANKFURT","Privileged","none","40.561-52.000","No"
"DE-DORTMUND","Privileged","none","40.561-52.000","No"
"DE-HAMBURG","GB","none","40.561-52.000","No"
"DE-BERLIN","GB","none","40.561-52.000","No"
"DE-MUENCHEN","GB","none","40.561-52.000","No"
"DE-KOELN","GB","none","40.561-52.000","No"
"DE-BONN","GB","none","40.561-52.000","No"
"DE-STUTTGART","GB","none","40.561-52.000","No"
"DE-DUESSELDORF","GB","none","40.561-52.000","No"
"DE-FRANKFURT","GB","none","40.561-52.000","No"
"DE-DORTMUND","GB","none","40.561-52.000","No"
"DE-HAMBURG","Switzerland","none","40.561-52.000","No"
"DE-BERLIN","Switzerland","none","40.561-52.000","No"
"DE-MUENCHEN","Switzerland","none","40.561-52.000","No"
"DE-KOELN","Switzerland","none","40.561-52.000","No"
"DE-BONN","Switzerland","none","40.561-52.000","No"
"DE-STUTTGART","Switzerland","none","40.561-52.000","No"
"DE-DUESSELDORF","Switzerland","none","40.561-52.000","No"
"DE-FRANKFURT","Switzerland","none","40.561-52.000","No"
"DE-DORTMUND","Switzerland","none","40.561-52.000","No"
"DE-HAMBURG","Third-country","visa","52.001-59.400","No"
"DE-BERLIN","Third-country","visa","52.001-59.400","No"
"DE-MUENCHEN","Third-country","visa","52.001-59.400","No"
"DE-KOELN","Third-country","visa","52.001-59.400","No"
"DE-BONN","Third-country","visa","52.001-59.400","No"
"DE-STUTTGART","Third-country","visa","52.001-59.400","No"
"DE-DUESSELDORF","Third-country","visa","52.001-59.400","No"
"DE-FRANKFURT","Third-country","visa","52.001-59.400","No"
"DE-DORTMUND","Third-country","visa","52.001-59.400","No"
"DE-HAMBURG","EU","visa","52.001-59.400","No"
"DE-BERLIN","EU","visa","52.001-59.400","No"
"DE-MUENCHEN","EU","visa","52.001-59.400","No"
"DE-KOELN","EU","visa","52.001-59.400","No"
"DE-BONN","EU","visa","52.001-59.400","No"
"DE-STUTTGART","EU","visa","52.001-59.400","No"
"DE-DUESSELDORF","EU","visa","52.001-59.400","No"
"DE-FRANKFURT","EU","visa","52.001-59.400","No"
"DE-DORTMUND","EU","visa","52.001-59.400","No"
"DE-HAMBURG","Privileged","visa","52.001-59.400","No"
"DE-BERLIN","Privileged","visa","52.001-59.400","No"
"DE-MUENCHEN","Privileged","visa","52.001-59.400","No"
"DE-KOELN","Privileged","visa","52.001-59.400","No"
"DE-BONN","Privileged","visa","52.001-59.400","No"
"DE-STUTTGART","Privileged","visa","52.001-59.400","No"
"DE-DUESSELDORF","Privileged","visa","52.001-59.400","No"
"DE-FRANKFURT","Privileged","visa","52.001-59.400","No"
"DE-DORTMUND","Privileged","visa","52.001-59.400","No"
"DE-HAMBURG","GB","visa","52.001-59.400","No"
"DE-BERLIN","GB","visa","52.001-59.400","No"
"DE-MUENCHEN","GB","visa","52.001-59.400","No"
"DE-KOELN","GB","visa","52.001-59.400","No"
"DE-BONN","GB","visa","52.001-59.400","No"
"DE-STUTTGART","GB","visa","52.001-59.400","No"
"DE-DUESSELDORF","GB","visa","52.001-59.400","No"
"DE-FRANKFURT","GB","visa","52.001-59.400","No"
"DE-DORTMUND","GB","visa","52.001-59.400","No"
"DE-HAMBURG","Switzerland","visa","52.001-59.400","No"
"DE-BERLIN","Switzerland","visa","52.001-59.400","No"
"DE-MUENCHEN","Switzerland","visa","52.001-59.400","No"
"DE-KOELN","Switzerland","visa","52.001-59.400","No"
"DE-BONN","Switzerland","visa","52.001-59.400","No"
"DE-STUTTGART","Switzerland","visa","52.001-59.400","No"
"DE-DUESSELDORF","Switzerland","visa","52.001-59.400","No"
"DE-FRANKFURT","Switzerland","visa","52.001-59.400","No"
"DE-DORTMUND","Switzerland","visa","52.001-59.400","No"
"DE-HAMBURG","Third-country","job seeker","52.001-59.400","No"
"DE-BERLIN","Third-country","job seeker","52.001-59.400","No"
"DE-MUENCHEN","Third-country","job seeker","52.001-59.400","No"
"DE-KOELN","Third-country","job seeker","52.001-59.400","No"
"DE-BONN","Third-country","job seeker","52.001-59.400","No"
"DE-STUTTGART","Third-country","job seeker","52.001-59.400","No"
"DE-DUESSELDORF","Third-country","job seeker","52.001-59.400","No"
"DE-FRANKFURT","Third-country","job seeker","52.001-59.400","No"
"DE-DORTMUND","Third-country","job seeker","52.001-59.400","No"
"DE-HAMBURG","EU","job seeker","52.001-59.400","No"
"DE-BERLIN","EU","job seeker","52.001-59.400","No"
"DE-MUENCHEN","EU","job seeker","52.001-59.400","No"
"DE-KOELN","EU","job seeker","52.001-59.400","No"
"DE-BONN","EU","job seeker","52.001-59.400","No"
"DE-STUTTGART","EU","job seeker","52.001-59.400","No"
"DE-DUESSELDORF","EU","job seeker","52.001-59.400","No"
"DE-FRANKFURT","EU","job seeker","52.001-59.400","No"
"DE-DORTMUND","EU","job seeker","52.001-59.400","No"
"DE-HAMBURG","Privileged","job seeker","52.001-59.400","No"
"DE-BERLIN","Privileged","job seeker","52.001-59.400","No"
"DE-MUENCHEN","Privileged","job seeker","52.001-59.400","No"
"DE-KOELN","Privileged","job seeker","52.001-59.400","No"
"DE-BONN","Privileged","job seeker","52.001-59.400","No"
"DE-STUTTGART","Privileged","job seeker","52.001-59.400","No"
"DE-DUESSELDORF","Privileged","job seeker","52.001-59.400","No"
"DE-FRANKFURT","Privileged","job seeker","52.001-59.400","No"
"DE-DORTMUND","Privileged","job seeker","52.001-59.400","No"
"DE-HAMBURG","GB","job seeker","52.001-59.400","No"
"DE-BERLIN","GB","job seeker","52.001-59.400","No"
"DE-MUENCHEN","GB","job seeker","52.001-59.400","No"
"DE-KOELN","GB","job seeker","52.001-59.400","No"
"DE-BONN","GB","job seeker","52.001-59.400","No"
"DE-STUTTGART","GB","job seeker","52.001-59.400","No"
"DE-DUESSELDORF","GB","job seeker","52.001-59.400","No"
"DE-FRANKFURT","GB","job seeker","52.001-59.400","No"
"DE-DORTMUND","GB","job seeker","52.001-59.400","No"
"DE-HAMBURG","Switzerland","job seeker","52.001-59.400","No"
"DE-BERLIN","Switzerland","job seeker","52.001-59.400","No"
"DE-MUENCHEN","Switzerland","job seeker","52.001-59.400","No"
"DE-KOELN","Switzerland","job seeker","52.001-59.400","No"
"DE-BONN","Switzerland","job seeker","52.001-59.400","No"
"DE-STUTTGART","Switzerland","job seeker","52.001-59.400","No"
"DE-DUESSELDORF","Switzerland","job seeker","52.001-59.400","No"
"DE-FRANKFURT","Switzerland","job seeker","52.001-59.400","No"
"DE-DORTMUND","Switzerland","job seeker","52.001-59.400","No"
"DE-HAMBURG","Third-country","valid rp","52.001-59.400","No"
"DE-BERLIN","Third-country","valid rp","52.001-59.400","No"
"DE-MUENCHEN","Third-country","valid rp","52.001-59.400","No"
"DE-KOELN","Third-country","valid rp","52.001-59.400","No"
"DE-BONN","Third-country","valid rp","52.001-59.400","No"
"DE-STUTTGART","Third-country","valid rp","52.001-59.400","No"
"DE-DUESSELDORF","Third-country","valid rp","52.001-59.400","No"
"DE-FRANKFURT","Third-country","valid rp","52.001-59.400","No"
"DE-DORTMUND","Third-country","valid rp","52.001-59.400","No"
"DE-HAMBURG","EU","valid rp","52.001-59.400","No"
"DE-BERLIN","EU","valid rp","52.001-59.400","No"
"DE-MUENCHEN","EU","valid rp","52.001-59.400","No"
"DE-KOELN","EU","valid rp","52.001-59.400","No"
"DE-BONN","EU","valid rp","52.001-59.400","No"
"DE-STUTTGART","EU","valid rp","52.001-59.400","No"
"DE-DUESSELDORF","EU","valid rp","52.001-59.400","No"
"DE-FRANKFURT","EU","valid rp","52.001-59.400","No"
"DE-DORTMUND","EU","valid rp","52.001-59.400","No"
"DE-HAMBURG","Privileged","valid rp","52.001-59.400","No"
"DE-BERLIN","Privileged","valid rp","52.001-59.400","No"
